,job_id,start_time,end_time,carbon_footprint,executors,duration
0,1,2024-12-31 19:34:32.994830,2024-12-31 20:18:44.849417,547.4277000000004,"[('18:07', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:08', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:08', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:10', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:10', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:10', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:10', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:12', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:12', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:12', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:12', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:13', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:14', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:14', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:14', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:15', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:15', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:16', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:16', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:17', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:18', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:18', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:18', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:20', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:20', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:20', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:20', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:22', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:22', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:22', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:22', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:24', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:24', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:24', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:24', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:26', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:26', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:26', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:26', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:28', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:28', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:28', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:28', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:30', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:30', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:30', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:30', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:32', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:32', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:33', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:33', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:34', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:34', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:35', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:35', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:36', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:36', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:37', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:37', 'task-simulation-7fcae2941e5e4050-exec-4'), ('18:38', 'task-simulation-7fcae2941e5e4050-exec-1'), ('18:38', 'task-simulation-7fcae2941e5e4050-exec-2'), ('18:39', 'task-simulation-7fcae2941e5e4050-exec-3'), ('18:39', 'task-simulation-7fcae2941e5e4050-exec-4')]",0 days 00:00:55.990318
1,2,2024-12-31 19:34:34.126135,2024-12-31 20:18:52.471028,70.6344,"[('18:32', 'task-simulation-37aa69941e5ea14f-exec-1'), ('18:34', 'task-simulation-37aa69941e5ea14f-exec-1'), ('18:36', 'task-simulation-37aa69941e5ea14f-exec-1'), ('18:38', 'task-simulation-37aa69941e5ea14f-exec-1'), ('18:41', 'task-simulation-37aa69941e5ea14f-exec-1'), ('18:43', 'task-simulation-37aa69941e5ea14f-exec-1'), ('18:45', 'task-simulation-37aa69941e5ea14f-exec-1'), ('18:47', 'task-simulation-37aa69941e5ea14f-exec-1')]",0 days 00:00:38.833823
2,3,2024-12-31 19:34:36.528590,2024-12-31 20:19:06.472878,414.97710000000035,"[('18:39', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:39', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:39', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:41', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:41', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:41', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:41', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:43', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:43', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:43', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:43', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:45', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:45', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:45', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:45', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:47', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:47', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:47', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:47', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:49', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:49', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:49', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:49', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:50', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:51', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:51', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:51', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:52', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:52', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:53', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:53', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:54', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:54', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:54', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:55', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:56', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:56', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:56', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:57', 'task-simulation-d7ced7941e5eb497-exec-4'), ('18:58', 'task-simulation-d7ced7941e5eb497-exec-1'), ('18:58', 'task-simulation-d7ced7941e5eb497-exec-2'), ('18:58', 'task-simulation-d7ced7941e5eb497-exec-3'), ('18:58', 'task-simulation-d7ced7941e5eb497-exec-4'), ('19:00', 'task-simulation-d7ced7941e5eb497-exec-1'), ('19:00', 'task-simulation-d7ced7941e5eb497-exec-2'), ('19:00', 'task-simulation-d7ced7941e5eb497-exec-3'), ('19:00', 'task-simulation-d7ced7941e5eb497-exec-4')]",0 days 00:00:49.063506
3,5,2024-12-31 19:34:39.165500,2024-12-31 20:19:24.305405,35.3172,"[('19:14', 'task-simulation-812ade941e5f4833-exec-1'), ('19:16', 'task-simulation-812ade941e5f4833-exec-1'), ('19:17', 'task-simulation-812ade941e5f4833-exec-1'), ('19:18', 'task-simulation-812ade941e5f4833-exec-1')]",0 days 00:00:28.141467
4,6,2024-12-31 19:34:55.508610,2024-12-31 20:19:35.059193,26.6157,"[('19:27', 'task-simulation-520b4d941e5f7754-exec-1'), ('19:29', 'task-simulation-520b4d941e5f7754-exec-1'), ('19:30', 'task-simulation-520b4d941e5f7754-exec-1')]",0 days 00:00:26.279815
5,7,2024-12-31 19:36:30.072281,2024-12-31 20:20:20.279863,26.6157,"[('20:12', 'task-simulation-da272b941e602639-exec-1'), ('20:13', 'task-simulation-da272b941e602639-exec-1'), ('20:14', 'task-simulation-da272b941e602639-exec-1')]",0 days 00:00:27.044305
6,9,2024-12-31 19:37:30.793793,2024-12-31 20:20:29.864691,27.00765,"[('20:21', 'task-simulation-d9fbd3941e604aef-exec-1'), ('20:23', 'task-simulation-d9fbd3941e604aef-exec-1'), ('20:24', 'task-simulation-d9fbd3941e604aef-exec-1')]",0 days 00:00:28.525853
7,10,2024-12-31 19:37:55.571861,2024-12-31 20:21:37.912299,615.0262500000002,"[('20:48', 'task-simulation-82bc77941e60b827-exec-1'), ('20:50', 'task-simulation-82bc77941e60b827-exec-1'), ('20:51', 'task-simulation-82bc77941e60b827-exec-1'), ('20:51', 'task-simulation-82bc77941e60b827-exec-2'), ('20:51', 'task-simulation-82bc77941e60b827-exec-3'), ('20:53', 'task-simulation-82bc77941e60b827-exec-1'), ('20:53', 'task-simulation-82bc77941e60b827-exec-2'), ('20:53', 'task-simulation-82bc77941e60b827-exec-3'), ('20:53', 'task-simulation-82bc77941e60b827-exec-4'), ('20:55', 'task-simulation-82bc77941e60b827-exec-1'), ('20:55', 'task-simulation-82bc77941e60b827-exec-2'), ('20:55', 'task-simulation-82bc77941e60b827-exec-3'), ('20:55', 'task-simulation-82bc77941e60b827-exec-4'), ('20:57', 'task-simulation-82bc77941e60b827-exec-1'), ('20:57', 'task-simulation-82bc77941e60b827-exec-2'), ('20:57', 'task-simulation-82bc77941e60b827-exec-3'), ('20:57', 'task-simulation-82bc77941e60b827-exec-4'), ('20:58', 'task-simulation-82bc77941e60b827-exec-1'), ('20:59', 'task-simulation-82bc77941e60b827-exec-2'), ('20:59', 'task-simulation-82bc77941e60b827-exec-3'), ('20:59', 'task-simulation-82bc77941e60b827-exec-4'), ('21:01', 'task-simulation-82bc77941e60b827-exec-1'), ('21:01', 'task-simulation-82bc77941e60b827-exec-2'), ('21:01', 'task-simulation-82bc77941e60b827-exec-3'), ('21:01', 'task-simulation-82bc77941e60b827-exec-4'), ('21:03', 'task-simulation-82bc77941e60b827-exec-1'), ('21:04', 'task-simulation-82bc77941e60b827-exec-2'), ('21:04', 'task-simulation-82bc77941e60b827-exec-3'), ('21:04', 'task-simulation-82bc77941e60b827-exec-4'), ('21:06', 'task-simulation-82bc77941e60b827-exec-1'), ('21:06', 'task-simulation-82bc77941e60b827-exec-2'), ('21:06', 'task-simulation-82bc77941e60b827-exec-3'), ('21:06', 'task-simulation-82bc77941e60b827-exec-4'), ('21:09', 'task-simulation-82bc77941e60b827-exec-1'), ('21:09', 'task-simulation-82bc77941e60b827-exec-2'), ('21:09', 'task-simulation-82bc77941e60b827-exec-3'), ('21:09', 'task-simulation-82bc77941e60b827-exec-4'), ('21:11', 'task-simulation-82bc77941e60b827-exec-1'), ('21:11', 'task-simulation-82bc77941e60b827-exec-2'), ('21:11', 'task-simulation-82bc77941e60b827-exec-3'), ('21:11', 'task-simulation-82bc77941e60b827-exec-4'), ('21:13', 'task-simulation-82bc77941e60b827-exec-1'), ('21:14', 'task-simulation-82bc77941e60b827-exec-2'), ('21:14', 'task-simulation-82bc77941e60b827-exec-3'), ('21:14', 'task-simulation-82bc77941e60b827-exec-4'), ('21:16', 'task-simulation-82bc77941e60b827-exec-1'), ('21:16', 'task-simulation-82bc77941e60b827-exec-2'), ('21:16', 'task-simulation-82bc77941e60b827-exec-3'), ('21:17', 'task-simulation-82bc77941e60b827-exec-4'), ('21:19', 'task-simulation-82bc77941e60b827-exec-1'), ('21:20', 'task-simulation-82bc77941e60b827-exec-2'), ('21:20', 'task-simulation-82bc77941e60b827-exec-3'), ('21:20', 'task-simulation-82bc77941e60b827-exec-4'), ('21:23', 'task-simulation-82bc77941e60b827-exec-1'), ('21:23', 'task-simulation-82bc77941e60b827-exec-2'), ('21:23', 'task-simulation-82bc77941e60b827-exec-3'), ('21:23', 'task-simulation-82bc77941e60b827-exec-4'), ('21:26', 'task-simulation-82bc77941e60b827-exec-1'), ('21:26', 'task-simulation-82bc77941e60b827-exec-2'), ('21:27', 'task-simulation-82bc77941e60b827-exec-3'), ('21:27', 'task-simulation-82bc77941e60b827-exec-4'), ('21:30', 'task-simulation-82bc77941e60b827-exec-1'), ('21:30', 'task-simulation-82bc77941e60b827-exec-2'), ('21:30', 'task-simulation-82bc77941e60b827-exec-3'), ('21:30', 'task-simulation-82bc77941e60b827-exec-4'), ('21:33', 'task-simulation-82bc77941e60b827-exec-1'), ('21:33', 'task-simulation-82bc77941e60b827-exec-2'), ('21:34', 'task-simulation-82bc77941e60b827-exec-3')]",0 days 00:01:06.877956
8,11,2024-12-31 19:38:27.113774,2024-12-31 20:22:28.952367,1030.1947500000006,"[('21:01', 'task-simulation-428280941e60de96-exec-1'), ('21:03', 'task-simulation-428280941e60de96-exec-1'), ('21:03', 'task-simulation-428280941e60de96-exec-2'), ('21:03', 'task-simulation-428280941e60de96-exec-3'), ('21:03', 'task-simulation-428280941e60de96-exec-4'), ('21:05', 'task-simulation-428280941e60de96-exec-1'), ('21:05', 'task-simulation-428280941e60de96-exec-2'), ('21:06', 'task-simulation-428280941e60de96-exec-3'), ('21:06', 'task-simulation-428280941e60de96-exec-4'), ('21:08', 'task-simulation-428280941e60de96-exec-1'), ('21:08', 'task-simulation-428280941e60de96-exec-2'), ('21:08', 'task-simulation-428280941e60de96-exec-3'), ('21:08', 'task-simulation-428280941e60de96-exec-4'), ('21:10', 'task-simulation-428280941e60de96-exec-1'), ('21:11', 'task-simulation-428280941e60de96-exec-2'), ('21:11', 'task-simulation-428280941e60de96-exec-3'), ('21:11', 'task-simulation-428280941e60de96-exec-4'), ('21:13', 'task-simulation-428280941e60de96-exec-1'), ('21:13', 'task-simulation-428280941e60de96-exec-2'), ('21:13', 'task-simulation-428280941e60de96-exec-3'), ('21:13', 'task-simulation-428280941e60de96-exec-4'), ('21:15', 'task-simulation-428280941e60de96-exec-1'), ('21:16', 'task-simulation-428280941e60de96-exec-2'), ('21:16', 'task-simulation-428280941e60de96-exec-3'), ('21:16', 'task-simulation-428280941e60de96-exec-4'), ('21:18', 'task-simulation-428280941e60de96-exec-1'), ('21:18', 'task-simulation-428280941e60de96-exec-2'), ('21:18', 'task-simulation-428280941e60de96-exec-3'), ('21:18', 'task-simulation-428280941e60de96-exec-4'), ('21:21', 'task-simulation-428280941e60de96-exec-1'), ('21:22', 'task-simulation-428280941e60de96-exec-2'), ('21:22', 'task-simulation-428280941e60de96-exec-3'), ('21:22', 'task-simulation-428280941e60de96-exec-4'), ('21:25', 'task-simulation-428280941e60de96-exec-1'), ('21:25', 'task-simulation-428280941e60de96-exec-2'), ('21:25', 'task-simulation-428280941e60de96-exec-3'), ('21:25', 'task-simulation-428280941e60de96-exec-4'), ('21:28', 'task-simulation-428280941e60de96-exec-1'), ('21:28', 'task-simulation-428280941e60de96-exec-2'), ('21:28', 'task-simulation-428280941e60de96-exec-3'), ('21:29', 'task-simulation-428280941e60de96-exec-4'), ('21:32', 'task-simulation-428280941e60de96-exec-1'), ('21:32', 'task-simulation-428280941e60de96-exec-2'), ('21:32', 'task-simulation-428280941e60de96-exec-3'), ('21:32', 'task-simulation-428280941e60de96-exec-4'), ('21:35', 'task-simulation-428280941e60de96-exec-1'), ('21:35', 'task-simulation-428280941e60de96-exec-2'), ('21:36', 'task-simulation-428280941e60de96-exec-3'), ('21:36', 'task-simulation-428280941e60de96-exec-4'), ('21:38', 'task-simulation-428280941e60de96-exec-1'), ('21:38', 'task-simulation-428280941e60de96-exec-2'), ('21:38', 'task-simulation-428280941e60de96-exec-3'), ('21:38', 'task-simulation-428280941e60de96-exec-4'), ('21:40', 'task-simulation-428280941e60de96-exec-1'), ('21:41', 'task-simulation-428280941e60de96-exec-2'), ('21:41', 'task-simulation-428280941e60de96-exec-3'), ('21:41', 'task-simulation-428280941e60de96-exec-4'), ('21:43', 'task-simulation-428280941e60de96-exec-1'), ('21:43', 'task-simulation-428280941e60de96-exec-2'), ('21:44', 'task-simulation-428280941e60de96-exec-3'), ('21:44', 'task-simulation-428280941e60de96-exec-4'), ('21:46', 'task-simulation-428280941e60de96-exec-1'), ('21:47', 'task-simulation-428280941e60de96-exec-2'), ('21:47', 'task-simulation-428280941e60de96-exec-3'), ('21:47', 'task-simulation-428280941e60de96-exec-4'), ('21:50', 'task-simulation-428280941e60de96-exec-1'), ('21:50', 'task-simulation-428280941e60de96-exec-2'), ('21:50', 'task-simulation-428280941e60de96-exec-3'), ('21:51', 'task-simulation-428280941e60de96-exec-4'), ('21:53', 'task-simulation-428280941e60de96-exec-1'), ('21:53', 'task-simulation-428280941e60de96-exec-2'), ('21:54', 'task-simulation-428280941e60de96-exec-3'), ('21:54', 'task-simulation-428280941e60de96-exec-4'), ('21:56', 'task-simulation-428280941e60de96-exec-1'), ('21:56', 'task-simulation-428280941e60de96-exec-2'), ('21:56', 'task-simulation-428280941e60de96-exec-3'), ('21:56', 'task-simulation-428280941e60de96-exec-4'), ('21:58', 'task-simulation-428280941e60de96-exec-1'), ('21:59', 'task-simulation-428280941e60de96-exec-2'), ('21:59', 'task-simulation-428280941e60de96-exec-3'), ('21:59', 'task-simulation-428280941e60de96-exec-4'), ('22:01', 'task-simulation-428280941e60de96-exec-1'), ('22:01', 'task-simulation-428280941e60de96-exec-2'), ('22:01', 'task-simulation-428280941e60de96-exec-3'), ('22:01', 'task-simulation-428280941e60de96-exec-4'), ('22:04', 'task-simulation-428280941e60de96-exec-1'), ('22:04', 'task-simulation-428280941e60de96-exec-2'), ('22:04', 'task-simulation-428280941e60de96-exec-3'), ('22:04', 'task-simulation-428280941e60de96-exec-4'), ('22:06', 'task-simulation-428280941e60de96-exec-1'), ('22:07', 'task-simulation-428280941e60de96-exec-2'), ('22:07', 'task-simulation-428280941e60de96-exec-3'), ('22:07', 'task-simulation-428280941e60de96-exec-4'), ('22:09', 'task-simulation-428280941e60de96-exec-1'), ('22:10', 'task-simulation-428280941e60de96-exec-2'), ('22:10', 'task-simulation-428280941e60de96-exec-3'), ('22:10', 'task-simulation-428280941e60de96-exec-4'), ('22:12', 'task-simulation-428280941e60de96-exec-1'), ('22:12', 'task-simulation-428280941e60de96-exec-2'), ('22:13', 'task-simulation-428280941e60de96-exec-3'), ('22:13', 'task-simulation-428280941e60de96-exec-4'), ('22:16', 'task-simulation-428280941e60de96-exec-1'), ('22:16', 'task-simulation-428280941e60de96-exec-2'), ('22:16', 'task-simulation-428280941e60de96-exec-3'), ('22:16', 'task-simulation-428280941e60de96-exec-4'), ('22:18', 'task-simulation-428280941e60de96-exec-1'), ('22:18', 'task-simulation-428280941e60de96-exec-2'), ('22:18', 'task-simulation-428280941e60de96-exec-3'), ('22:19', 'task-simulation-428280941e60de96-exec-4'), ('22:21', 'task-simulation-428280941e60de96-exec-1'), ('22:21', 'task-simulation-428280941e60de96-exec-2'), ('22:21', 'task-simulation-428280941e60de96-exec-3'), ('22:21', 'task-simulation-428280941e60de96-exec-4')]",0 days 00:01:48.592058
9,12,2024-12-31 19:38:52.715358,2024-12-31 20:22:34.233344,952.9738500000011,"[('21:19', 'task-simulation-76cdeb941e612011-exec-1'), ('21:19', 'task-simulation-76cdeb941e612011-exec-2'), ('21:19', 'task-simulation-76cdeb941e612011-exec-3'), ('21:19', 'task-simulation-76cdeb941e612011-exec-4'), ('21:22', 'task-simulation-76cdeb941e612011-exec-1'), ('21:22', 'task-simulation-76cdeb941e612011-exec-2'), ('21:22', 'task-simulation-76cdeb941e612011-exec-3'), ('21:23', 'task-simulation-76cdeb941e612011-exec-4'), ('21:25', 'task-simulation-76cdeb941e612011-exec-1'), ('21:26', 'task-simulation-76cdeb941e612011-exec-2'), ('21:26', 'task-simulation-76cdeb941e612011-exec-3'), ('21:26', 'task-simulation-76cdeb941e612011-exec-4'), ('21:29', 'task-simulation-76cdeb941e612011-exec-1'), ('21:29', 'task-simulation-76cdeb941e612011-exec-2'), ('21:29', 'task-simulation-76cdeb941e612011-exec-3'), ('21:29', 'task-simulation-76cdeb941e612011-exec-4'), ('21:32', 'task-simulation-76cdeb941e612011-exec-1'), ('21:33', 'task-simulation-76cdeb941e612011-exec-2'), ('21:33', 'task-simulation-76cdeb941e612011-exec-3'), ('21:33', 'task-simulation-76cdeb941e612011-exec-4'), ('21:36', 'task-simulation-76cdeb941e612011-exec-1'), ('21:36', 'task-simulation-76cdeb941e612011-exec-2'), ('21:36', 'task-simulation-76cdeb941e612011-exec-3'), ('21:36', 'task-simulation-76cdeb941e612011-exec-4'), ('21:38', 'task-simulation-76cdeb941e612011-exec-1'), ('21:39', 'task-simulation-76cdeb941e612011-exec-2'), ('21:39', 'task-simulation-76cdeb941e612011-exec-3'), ('21:39', 'task-simulation-76cdeb941e612011-exec-4'), ('21:41', 'task-simulation-76cdeb941e612011-exec-1'), ('21:41', 'task-simulation-76cdeb941e612011-exec-2'), ('21:42', 'task-simulation-76cdeb941e612011-exec-3'), ('21:42', 'task-simulation-76cdeb941e612011-exec-4'), ('21:44', 'task-simulation-76cdeb941e612011-exec-1'), ('21:45', 'task-simulation-76cdeb941e612011-exec-2'), ('21:45', 'task-simulation-76cdeb941e612011-exec-3'), ('21:45', 'task-simulation-76cdeb941e612011-exec-4'), ('21:48', 'task-simulation-76cdeb941e612011-exec-1'), ('21:48', 'task-simulation-76cdeb941e612011-exec-2'), ('21:48', 'task-simulation-76cdeb941e612011-exec-3'), ('21:49', 'task-simulation-76cdeb941e612011-exec-4'), ('21:51', 'task-simulation-76cdeb941e612011-exec-1'), ('21:52', 'task-simulation-76cdeb941e612011-exec-2'), ('21:52', 'task-simulation-76cdeb941e612011-exec-3'), ('21:52', 'task-simulation-76cdeb941e612011-exec-4'), ('21:54', 'task-simulation-76cdeb941e612011-exec-1'), ('21:54', 'task-simulation-76cdeb941e612011-exec-2'), ('21:54', 'task-simulation-76cdeb941e612011-exec-3'), ('21:54', 'task-simulation-76cdeb941e612011-exec-4'), ('21:57', 'task-simulation-76cdeb941e612011-exec-1'), ('21:57', 'task-simulation-76cdeb941e612011-exec-2'), ('21:57', 'task-simulation-76cdeb941e612011-exec-3'), ('21:57', 'task-simulation-76cdeb941e612011-exec-4'), ('21:59', 'task-simulation-76cdeb941e612011-exec-1'), ('21:59', 'task-simulation-76cdeb941e612011-exec-2'), ('21:59', 'task-simulation-76cdeb941e612011-exec-3'), ('22:00', 'task-simulation-76cdeb941e612011-exec-4'), ('22:02', 'task-simulation-76cdeb941e612011-exec-1'), ('22:02', 'task-simulation-76cdeb941e612011-exec-2'), ('22:02', 'task-simulation-76cdeb941e612011-exec-3'), ('22:02', 'task-simulation-76cdeb941e612011-exec-4'), ('22:04', 'task-simulation-76cdeb941e612011-exec-1'), ('22:05', 'task-simulation-76cdeb941e612011-exec-2'), ('22:05', 'task-simulation-76cdeb941e612011-exec-3'), ('22:05', 'task-simulation-76cdeb941e612011-exec-4'), ('22:07', 'task-simulation-76cdeb941e612011-exec-1'), ('22:07', 'task-simulation-76cdeb941e612011-exec-2'), ('22:07', 'task-simulation-76cdeb941e612011-exec-3'), ('22:08', 'task-simulation-76cdeb941e612011-exec-4'), ('22:10', 'task-simulation-76cdeb941e612011-exec-1'), ('22:10', 'task-simulation-76cdeb941e612011-exec-2'), ('22:10', 'task-simulation-76cdeb941e612011-exec-3'), ('22:11', 'task-simulation-76cdeb941e612011-exec-4'), ('22:13', 'task-simulation-76cdeb941e612011-exec-1'), ('22:13', 'task-simulation-76cdeb941e612011-exec-2'), ('22:13', 'task-simulation-76cdeb941e612011-exec-3'), ('22:14', 'task-simulation-76cdeb941e612011-exec-4'), ('22:16', 'task-simulation-76cdeb941e612011-exec-1'), ('22:16', 'task-simulation-76cdeb941e612011-exec-2'), ('22:17', 'task-simulation-76cdeb941e612011-exec-3'), ('22:17', 'task-simulation-76cdeb941e612011-exec-4'), ('22:19', 'task-simulation-76cdeb941e612011-exec-1'), ('22:19', 'task-simulation-76cdeb941e612011-exec-2'), ('22:19', 'task-simulation-76cdeb941e612011-exec-3'), ('22:19', 'task-simulation-76cdeb941e612011-exec-4'), ('22:21', 'task-simulation-76cdeb941e612011-exec-1'), ('22:21', 'task-simulation-76cdeb941e612011-exec-2'), ('22:22', 'task-simulation-76cdeb941e612011-exec-3'), ('22:22', 'task-simulation-76cdeb941e612011-exec-4'), ('22:23', 'task-simulation-76cdeb941e612011-exec-1'), ('22:23', 'task-simulation-76cdeb941e612011-exec-2'), ('22:24', 'task-simulation-76cdeb941e612011-exec-3'), ('22:24', 'task-simulation-76cdeb941e612011-exec-4'), ('22:25', 'task-simulation-76cdeb941e612011-exec-1'), ('22:25', 'task-simulation-76cdeb941e612011-exec-2'), ('22:25', 'task-simulation-76cdeb941e612011-exec-3'), ('22:26', 'task-simulation-76cdeb941e612011-exec-4'), ('22:27', 'task-simulation-76cdeb941e612011-exec-1'), ('22:27', 'task-simulation-76cdeb941e612011-exec-2'), ('22:27', 'task-simulation-76cdeb941e612011-exec-3'), ('22:27', 'task-simulation-76cdeb941e612011-exec-4'), ('22:29', 'task-simulation-76cdeb941e612011-exec-1'), ('22:29', 'task-simulation-76cdeb941e612011-exec-2'), ('22:29', 'task-simulation-76cdeb941e612011-exec-3'), ('22:29', 'task-simulation-76cdeb941e612011-exec-4')]",0 days 00:01:37.594002
